Quality Score,Grade,Rank,Ticker,Sector,Price,Market Cap,P1 Return on Capital,P2 Profitability,P3 Balance Sheet,P4 Capital Efficiency,ROIC %,ROE %,Gross Margin %,Op Margin %,FCF Margin %,FCF/NI,Net Debt/EBITDA,D/E,P/E,P/B,EV/EBITDA,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %,Beta,Div Yield %
64.0,B,119,MO,Consumer Non-Durables,66.34,110913717041.13,20.0,25.0,11.0,8.0,33.1,,75.9,63.8,45.1,1.31,1.6,,16.1,,10.1,-1.4,-37.1,1.6,12.7,0.02,6.32
64.0,B,120,HWM,Electronic Technology,251.65,100896568429.47,26.0,16.0,14.0,8.0,18.5,30.4,30.7,25.8,17.3,0.95,1.0,0.6,67.8,18.88,42.8,11.1,32.1,13.1,31.3,1.27,0.19
64.0,B,121,MSI,Electronic Technology,462.56,76627180692.31,29.0,21.0,5.0,9.0,22.6,104.7,49.8,25.5,22.0,1.19,2.5,4.05,36.3,31.8,24.7,8.0,38.4,9.9,23.7,0.47,1.04
64.0,B,122,TRV,Finance,299.4,64741627716.37,24.0,11.0,18.0,11.0,16.1,20.7,,16.8,21.7,1.69,1.0,0.29,10.9,1.98,,5.2,28.2,-0.4,7.1,0.41,1.45
64.0,B,123,EBAY,Retail Trade,91.68,41072640275.46,26.0,21.0,10.0,7.0,18.0,40.8,71.5,20.9,14.9,0.82,1.4,1.56,21.1,8.92,16.3,8.1,9.4,6.2,11.2,0.53,1.36
64.0,B,124,HIG,Finance,134.96,37230500199.72,24.0,11.0,18.0,11.0,17.4,21.7,,17.5,20.3,1.5,0.7,0.23,10.1,2.0,,6.9,28.8,-5.2,3.1,0.41,1.75
63.0,B,125,GE,Electronic Technology,325.15,341021730121.22,29.0,14.0,14.0,6.0,22.7,45.2,36.6,18.2,15.8,0.84,1.0,1.15,40.0,18.26,36.6,0.1,36.3,1.3,15.3,1.46,0.58
63.0,B,126,ADI,Electronic Technology,319.22,155844531591.13,7.0,23.0,18.0,15.0,6.5,7.9,56.5,29.8,41.4,2.01,0.8,0.26,58.3,4.61,29.3,25.9,74.6,-0.0,13.4,1.83,1.38
63.0,B,127,TT,Producer Manufacturing,432.42,95708347130.96,29.0,13.0,14.0,7.0,23.1,36.9,36.2,18.8,13.6,0.99,1.0,0.73,33.3,11.16,22.9,7.5,15.4,-4.7,8.3,0.97,0.97
63.0,B,128,AON,Finance,316.9,67897249667.71,26.0,24.0,6.0,7.0,15.5,47.8,89.2,27.9,18.6,0.87,2.3,1.72,18.6,7.27,14.1,9.8,34.5,-7.0,-7.5,0.34,0.93
63.0,B,129,AME,Producer Manufacturing,224.3,51359587408.09,17.0,19.0,18.0,9.0,12.8,14.6,40.2,26.2,22.6,1.13,0.9,0.24,35.0,4.83,22.7,6.6,8.0,-3.0,11.8,0.93,0.6
63.0,B,130,ALNY,Health Technology,320.43,42496432890.15,18.0,17.0,13.0,15.0,10.2,73.3,81.6,13.5,12.5,1.48,0.1,3.76,142.0,53.75,76.4,65.2,,-1.6,-20.6,1.1,
63.0,B,131,CTSH,Technology Services,62.43,29856954856.17,19.0,11.0,24.0,9.0,14.1,15.2,31.2,15.9,12.3,1.16,Net Cash,0.08,13.7,1.99,7.5,7.0,1.1,-17.5,-24.8,0.93,2.1
63.0,B,132,RJF,Finance,148.32,29232542033.4,19.0,18.0,22.0,4.0,12.7,17.1,87.1,17.8,9.2,0.68,Net Cash,0.45,14.5,2.34,6.8,4.7,-0.2,-13.6,-10.4,1.11,1.45
62.0,B,133,COST,Retail Trade,992.23,440420543458.04,29.0,2.0,22.0,9.0,23.1,29.7,13.6,3.8,3.3,1.12,Net Cash,0.25,51.6,13.72,32.0,8.4,12.3,-0.9,13.3,0.29,0.52
62.0,B,134,SHOP,Commercial Services,129.52,168908496310.62,7.0,16.0,24.0,15.0,9.4,9.6,47.9,16.3,17.4,1.63,Net Cash,0.01,139.6,12.56,83.7,38.7,-38.1,15.0,-22.7,2.81,
62.0,B,135,NU,Finance,14.49,70358712396.97,32.0,15.0,0.0,15.0,25.3,30.3,,26.8,58.6,2.96,8.1,3.34,24.8,6.23,,39.7,45.0,-16.9,-13.4,1.23,
62.0,B,136,ROST,Retail Trade,212.87,68851723347.89,29.0,8.0,16.0,9.0,21.5,36.7,29.4,11.9,9.7,1.03,0.2,0.84,32.2,,21.6,7.7,4.6,11.6,16.9,0.47,0.84
62.0,B,137,GWW,Distribution Services,1110.49,52607270568.38,32.0,10.0,16.0,4.0,27.6,48.1,39.1,14.9,7.4,0.78,0.8,0.77,31.2,14.09,18.8,4.5,-8.7,-6.5,11.0,0.69,0.82
61.0,B,138,BX,Finance,107.25,131087596167.21,23.0,23.0,10.0,5.0,14.4,35.8,99.3,54.3,12.8,0.58,1.5,1.54,27.7,15.21,20.2,12.6,6.7,-16.3,-30.9,1.06,4.31
61.0,B,139,MRVL,Electronic Technology,90.44,78994805128.05,19.0,16.0,18.0,8.0,14.8,19.3,50.1,16.3,17.0,0.52,0.7,0.31,29.3,,30.7,42.1,,13.6,-0.6,1.9,0.26
61.0,B,140,MSCI,Commercial Services,547.06,40194705704.59,20.0,25.0,5.0,11.0,32.7,,76.3,54.7,48.8,1.27,3.0,,34.9,,23.8,9.7,11.6,-1.8,1.5,0.73,1.49
61.0,B,141,ULTA,Retail Trade,652.64,28952748331.65,32.0,10.0,12.0,7.0,28.5,48.0,39.2,13.2,9.2,0.87,1.3,0.98,25.0,11.03,16.7,5.5,4.4,-5.4,8.4,0.48,
61.0,B,142,FICO,Commercial Services,1165.23,27641744524.57,20.0,25.0,5.0,11.0,57.3,,82.9,48.0,35.7,1.09,3.0,,43.1,,30.5,16.2,24.0,-15.8,-34.0,1.26,
61.0,B,143,HUBB,Producer Manufacturing,477.97,25409650787.84,26.0,15.0,14.0,6.0,16.5,25.1,35.6,21.1,15.0,0.99,1.4,0.65,28.7,6.61,19.0,3.8,16.0,-4.4,6.7,1.01,1.19
61.0,B,144,WWD,Producer Manufacturing,385.91,23006359762.05,24.0,11.0,18.0,8.0,16.9,20.4,27.9,15.8,11.5,0.93,0.6,0.35,48.6,8.91,32.9,14.5,32.8,-2.8,31.9,1.25,0.33
61.0,B,145,CRS,Non-Energy Minerals,408.14,20329338130.02,24.0,13.0,18.0,6.0,17.1,23.5,29.0,20.4,11.0,0.84,0.6,0.35,47.4,10.24,27.9,2.3,62.5,10.3,34.7,1.67,0.2
60.0,B,146,ABBV,Health Technology,227.68,402576695727.69,15.0,25.0,9.0,11.0,6.9,15221.8,70.1,32.8,29.1,4.26,2.2,,96.4,,16.5,8.6,-1.3,1.9,0.9,0.36,3.05
60.0,B,147,AMD,Electronic Technology,204.83,333957055306.03,7.0,14.0,24.0,15.0,6.8,7.1,46.0,10.7,19.4,1.55,Net Cash,0.06,77.4,5.3,48.8,34.3,163.6,-1.0,-6.0,1.47,
60.0,B,148,BLK,Finance,951.17,155189137180.82,9.0,24.0,20.0,7.0,8.4,10.7,78.2,34.3,15.0,0.68,0.4,0.27,27.2,2.78,17.0,19.4,-16.7,-9.0,-12.3,1.24,2.37
60.0,B,149,SPGI,Commercial Services,428.96,128173243482.25,12.0,23.0,14.0,11.0,10.0,13.9,62.6,42.6,35.6,1.22,1.6,0.44,29.3,4.22,18.8,7.9,18.7,-2.1,-13.0,0.76,0.89
60.0,B,150,PH,Producer Manufacturing,940.48,118704123818.95,26.0,16.0,12.0,6.0,17.0,25.8,37.4,21.4,16.8,0.95,1.8,0.69,34.3,8.29,24.2,2.8,13.4,-3.2,5.8,1.32,0.76
60.0,B,151,STX,Electronic Technology,385.97,84169660485.4,20.0,18.0,9.0,13.0,47.0,,38.6,25.6,18.4,1.14,1.3,10.47,43.6,183.4,31.0,25.2,61.8,-9.0,31.2,1.99,0.77
60.0,B,152,ROK,Producer Manufacturing,373.25,41937587939.12,26.0,13.0,10.0,11.0,15.3,27.7,44.6,18.2,14.8,1.42,1.8,1.01,42.7,11.2,24.1,5.8,8.8,-9.3,-8.8,1.06,1.48
60.0,B,153,WDAY,Technology Services,137.84,35424881365.92,7.0,19.0,22.0,12.0,5.8,8.2,75.7,11.2,29.1,4.01,Net Cash,0.49,53.3,4.58,23.9,13.3,32.2,-7.9,-37.8,1.07,
60.0,B,154,TPR,Retail Trade,145.42,29442347450.67,18.0,23.0,7.0,12.0,11.6,55.3,72.3,20.8,23.4,8.97,1.6,7.15,60.3,53.48,17.8,10.9,-30.0,-4.0,23.8,1.15,1.08
60.0,B,155,BIIB,Health Technology,190.48,27954565273.3,7.0,25.0,18.0,10.0,5.6,7.4,66.6,25.4,21.5,1.59,0.9,0.36,21.6,1.53,9.6,2.9,-21.2,-4.7,7.3,0.82,
60.0,B,156,MTD,Health Technology,1228.93,24978309855.15,20.0,23.0,11.0,6.0,44.2,,57.5,27.8,21.1,0.98,1.8,,29.2,,21.8,4.0,3.9,-10.3,-13.1,1.33,
60.0,B,157,SOFI,Finance,18.53,23630641546.16,4.0,17.0,24.0,15.0,4.3,5.7,61.1,14.0,26.7,2.65,Net Cash,0.18,48.8,2.24,22.3,26.6,-0.5,-13.0,-31.0,2.03,
60.0,B,158,BR,Technology Services,183.12,21379025847.18,26.0,13.0,10.0,11.0,18.2,41.8,31.2,17.6,20.0,1.64,1.7,1.17,20.3,7.42,13.8,7.4,41.3,1.0,-19.8,0.5,2.09
59.0,C+,159,AMZN,Retail Trade,212.65,2282780948554.55,24.0,11.0,20.0,4.0,15.8,22.3,50.3,11.8,1.1,0.1,0.3,0.41,29.6,5.55,15.5,12.4,29.9,1.8,-7.8,1.44,
59.0,C+,160,PM,Consumer Non-Durables,166.84,259716411360.59,20.0,25.0,7.0,7.0,34.0,,65.2,35.6,26.3,0.94,2.7,,23.0,,18.6,7.6,60.7,-8.4,10.5,-0.0,3.4
59.0,C+,161,AMGN,Health Technology,377.64,203573517720.21,23.0,25.0,1.0,10.0,12.6,106.1,70.5,27.9,22.0,1.05,3.0,6.4,26.5,23.5,16.2,10.6,88.6,-0.8,18.8,0.39,2.68
59.0,C+,162,TJX,Retail Trade,157.88,175320554366.92,32.0,8.0,12.0,7.0,27.1,59.1,32.6,12.0,8.0,0.88,0.9,1.32,32.4,,21.5,7.1,14.4,1.6,1.0,0.24,1.07
59.0,C+,163,EOG,Energy Minerals,132.51,71090490460.6,19.0,18.0,20.0,2.0,13.7,16.8,40.8,31.7,15.2,0.69,0.5,0.31,14.5,2.39,6.5,-3.6,-18.8,16.9,19.6,0.43,3.19
59.0,C+,164,SE,Retail Trade,87.82,52790416431.0,19.0,8.0,22.0,10.0,12.6,15.1,45.8,8.1,,,Net Cash,0.27,34.0,,,36.4,244.3,-18.7,-29.7,1.75,
59.0,C+,165,A,Health Technology,115.42,32617960488.74,19.0,17.0,18.0,5.0,13.3,19.9,52.4,22.0,14.3,0.76,0.9,0.49,25.4,4.72,18.6,8.1,4.2,-9.7,-19.6,1.12,0.88
59.0,C+,166,CW,Electronic Technology,692.58,25535098364.61,19.0,14.0,16.0,10.0,13.8,19.4,37.2,18.2,15.8,1.14,1.0,0.46,53.8,10.08,34.5,12.1,21.9,6.6,24.6,1.02,0.14
59.0,C+,167,PHM,Consumer Durables,123.38,23706425036.61,22.0,11.0,22.0,4.0,15.5,17.7,26.3,17.2,10.5,0.82,0.1,0.18,11.1,1.83,7.8,-3.5,-24.4,-8.6,-4.0,0.56,0.84
58.0,C+,168,KO,Consumer Non-Durables,77.63,333865125935.78,26.0,21.0,8.0,3.0,18.2,46.0,61.8,31.4,10.9,0.4,1.9,1.46,25.5,10.38,22.6,3.5,23.5,-1.3,10.0,0.16,2.72
58.0,C+,169,BMY,Health Technology,59.98,122147697987.34,18.0,25.0,7.0,8.0,11.0,40.5,65.9,31.4,26.7,1.82,1.9,2.55,17.3,6.61,8.2,-0.2,,-2.3,17.4,0.54,4.19
58.0,C+,170,BSX,Health Technology,69.63,103322945877.05,9.0,22.0,14.0,13.0,8.7,12.6,65.0,20.3,18.2,1.26,1.8,0.49,35.9,4.26,20.9,19.9,55.4,-7.9,-25.1,0.98,
58.0,C+,171,EA,Technology Services,199.92,50030726162.15,9.0,19.0,22.0,8.0,8.0,10.0,77.5,14.2,30.9,2.05,Net Cash,0.32,75.1,8.12,36.1,-0.3,-32.2,-0.0,-1.8,0.49,0.38
57.0,C+,172,ABT,Health Technology,110.25,191579540750.21,12.0,16.0,20.0,9.0,10.5,13.0,52.7,18.7,16.7,1.14,0.5,0.27,29.7,3.67,17.3,5.7,-51.5,0.0,-10.4,0.43,2.28
57.0,C+,173,CB,Finance,322.76,125926925967.22,17.0,13.0,16.0,11.0,12.1,15.0,,21.2,24.3,1.41,1.5,0.3,12.5,1.71,,7.0,13.2,-2.5,8.1,0.23,1.19
57.0,C+,174,DASH,Transportation,169.48,73626574948.07,9.0,11.0,22.0,15.0,8.7,10.5,45.4,6.1,13.3,1.95,Net Cash,0.33,79.7,7.34,44.8,27.9,702.5,-6.5,-22.8,1.53,
57.0,C+,175,WRB,Finance,67.86,25412948952.0,19.0,11.0,16.0,11.0,14.7,19.7,,16.8,23.6,1.95,1.0,0.32,15.3,2.64,,7.8,2.1,-3.7,0.0,0.31,0.53
56.0,C+,176,IBM,Technology Services,248.87,233448609020.7,23.0,20.0,4.0,9.0,12.4,35.3,57.6,20.7,17.9,1.14,2.6,1.98,22.3,7.14,14.9,7.6,73.7,-15.9,-20.2,0.8,2.69
56.0,C+,177,COIN,Finance,198.63,52453195599.33,9.0,19.0,20.0,8.0,7.1,10.1,79.6,12.5,33.8,1.93,Net Cash,0.53,45.2,3.6,44.5,-0.8,-53.7,24.1,-25.6,2.37,
55.0,C+,178,SYK,Health Technology,345.78,132326093040.14,11.0,20.0,12.0,12.0,9.2,15.1,62.4,23.5,17.1,1.32,1.7,0.73,41.2,5.9,20.4,11.2,8.2,-2.4,-2.7,0.75,0.98
55.0,C+,179,MRSH,Finance,173.97,84223093521.89,23.0,14.0,6.0,12.0,12.0,29.3,,25.8,18.5,1.2,2.4,1.42,20.7,5.59,13.1,10.6,3.0,-5.5,-4.3,0.4,2.07
55.0,C+,180,HOOD,Finance,78.69,70845263940.75,27.0,20.0,1.0,7.0,21.6,22.0,95.0,44.4,-76.0,-1.82,5.4,1.71,38.2,7.76,39.4,51.7,31.8,-7.3,-40.3,2.97,
55.0,C+,181,EQT,Energy Minerals,63.83,39847409758.61,7.0,19.0,14.0,15.0,6.7,9.2,43.1,35.7,34.0,1.39,1.5,0.34,19.3,1.68,9.2,60.0,706.3,14.9,12.2,0.44,1.07
55.0,C+,182,HEI,Electronic Technology,306.84,36506795521.34,14.0,16.0,12.0,13.0,10.9,17.3,42.3,22.4,18.7,1.22,1.8,0.56,60.7,9.5,31.7,16.1,25.1,-6.4,-1.1,0.97,0.08
55.0,C+,183,CTRA,Energy Minerals,31.35,23803199185.21,9.0,17.0,18.0,11.0,9.7,12.3,34.4,28.7,22.4,0.95,0.9,0.27,14.0,1.61,6.2,33.6,49.5,3.0,17.2,0.34,2.89
55.0,C+,184,FN,Electronic Technology,524.33,18784709372.72,22.0,3.0,24.0,6.0,18.7,18.7,12.1,9.8,3.0,0.31,Net Cash,0.0,50.3,8.6,40.6,24.7,16.7,4.0,0.7,1.72,
54.0,C+,185,ETN,Producer Manufacturing,355.79,138010937894.99,21.0,13.0,12.0,8.0,14.5,21.6,37.6,19.8,12.9,0.87,1.5,0.55,34.0,7.1,22.9,10.3,10.0,-4.6,1.5,1.23,1.22
54.0,C+,186,ICE,Finance,157.02,89171104956.68,9.0,25.0,8.0,12.0,7.1,11.7,68.5,41.3,35.1,1.29,2.7,0.7,27.2,3.08,16.2,10.3,20.7,-6.8,-2.6,0.52,1.3
54.0,C+,187,SPG,Finance,189.56,62412242690.0,26.0,23.0,0.0,5.0,17.6,114.6,59.5,49.9,56.0,0.77,6.3,5.6,33.6,11.93,20.1,6.7,-25.2,-5.0,4.0,0.88,4.58
54.0,C+,188,ROP,Technology Services,352.25,36256215997.04,7.0,25.0,10.0,12.0,5.7,7.9,69.2,28.3,31.5,1.62,2.9,0.48,24.8,1.89,14.5,12.3,-1.0,-1.4,-20.4,0.5,1.03
54.0,C+,189,WTW,Finance,289.9,27408859093.93,16.0,22.0,12.0,4.0,11.5,20.2,81.2,23.4,15.9,0.96,1.4,0.87,17.8,3.46,11.6,-2.2,,-11.5,-8.6,0.58,1.33
54.0,C+,190,RGLD,Non-Energy Minerals,275.84,23394019392.14,7.0,20.0,20.0,7.0,8.3,9.1,69.3,64.5,-44.6,-0.99,0.8,0.13,40.4,3.26,28.7,43.2,35.2,2.9,31.4,0.35,0.67
54.0,C+,191,BRO,Finance,68.38,23277923226.39,9.0,25.0,6.0,14.0,7.0,11.0,93.8,28.7,23.4,1.33,3.3,0.63,21.4,1.83,14.6,22.8,-7.7,-7.0,-12.4,0.34,0.96
53.0,C+,192,CMI,Producer Manufacturing,556.14,76839345454.62,26.0,7.0,16.0,4.0,16.2,25.1,25.0,11.6,7.1,0.84,0.9,0.66,27.1,6.22,16.5,-1.3,-27.2,-4.1,6.6,1.21,1.43
53.0,C+,193,MPLX,Industrial Services,58.8,59694012409.29,23.0,21.0,2.0,7.0,13.6,35.0,45.2,40.3,34.7,0.84,3.9,1.83,12.2,4.17,13.7,6.2,14.4,7.3,6.9,0.49,7.42
53.0,C+,194,YUM,Consumer Services,156.6,43288955139.44,20.0,20.0,4.0,9.0,30.4,,46.2,30.9,20.0,1.05,4.4,,28.2,,20.2,8.8,6.4,-3.2,5.8,0.39,1.88
53.0,C+,195,CQP,Utilities,63.71,30839089517.48,23.0,17.0,1.0,12.0,14.8,101.3,33.4,32.4,23.9,1.02,3.2,4.63,12.2,9.77,10.2,23.6,50.3,12.5,19.1,0.52,5.07
53.0,C+,196,BAP,Finance,337.61,26851168550.57,19.0,15.0,6.0,13.0,12.2,18.9,,33.1,26.9,1.25,2.9,0.9,13.8,2.35,,17.3,32.5,-4.7,21.8,0.61,3.18
53.0,C+,197,EXE,Energy Minerals,108.58,26102443661.89,9.0,15.0,18.0,11.0,7.8,10.1,46.2,17.0,14.0,0.9,0.8,0.27,14.4,1.4,6.1,172.2,,3.9,-6.0,0.23,2.2
52.0,C+,198,LIN,Process Industries,481.55,223147461314.34,19.0,17.0,12.0,4.0,12.1,18.1,37.8,27.2,15.0,0.74,1.8,0.73,33.0,5.84,19.0,3.0,7.2,7.4,21.8,0.35,1.34
52.0,C+,199,UNP,Transportation,251.11,149006523086.94,23.0,21.0,4.0,4.0,14.7,40.4,45.6,40.0,22.4,0.77,2.5,1.78,21.0,8.07,14.6,1.1,8.1,-0.2,7.4,0.64,2.21
52.0,C+,200,DHR,Health Technology,195.06,137934613064.61,7.0,21.0,14.0,10.0,5.2,7.1,61.4,21.4,21.4,1.46,2.0,0.37,38.6,2.62,19.9,2.9,-4.5,-9.1,-15.3,1.13,0.82
52.0,C+,201,SHW,Process Industries,322.74,79966824409.99,26.0,15.0,3.0,8.0,16.5,59.4,48.8,16.6,11.3,1.03,3.0,3.03,31.5,17.39,20.4,2.1,-2.7,-10.9,-1.8,0.59,0.97
52.0,C+,202,NDAQ,Finance,85.5,48601948127.72,11.0,23.0,8.0,10.0,8.5,15.3,56.2,29.6,24.1,1.11,2.8,0.78,27.6,3.99,18.7,11.1,60.4,1.0,-7.3,0.74,1.23
52.0,C+,203,JBL,Producer Manufacturing,255.46,26975366571.09,26.0,3.0,11.0,12.0,15.8,47.9,8.8,5.0,4.0,1.8,0.8,2.51,39.7,20.3,12.4,13.2,-38.3,-0.6,12.1,1.55,0.13
52.0,C+,204,AS,Consumer Durables,33.4,19314277006.02,7.0,14.0,18.0,13.0,6.3,7.9,57.6,10.9,7.7,1.18,1.0,0.3,43.9,3.21,18.5,27.1,438.6,-11.9,-14.8,0.97,
51.0,C+,205,MMM,Producer Manufacturing,155.17,81728040894.02,29.0,12.0,9.0,1.0,20.7,76.1,39.6,19.0,5.6,0.43,1.2,2.79,25.9,17.5,14.7,-6.1,-20.6,-9.6,-6.8,1.28,2.01
51.0,C+,206,COR,Distribution Services,350.3,68144099577.0,29.0,2.0,9.0,11.0,20.8,152.3,3.3,1.2,1.1,2.32,1.3,4.15,42.1,35.71,15.2,7.4,18.3,-2.5,2.4,-0.05,0.68
51.0,C+,207,CMG,Consumer Services,33.85,44087019207.11,26.0,10.0,8.0,7.0,19.8,47.4,22.3,16.8,12.1,0.94,1.7,1.79,29.6,15.6,20.3,5.4,2.6,-13.7,-0.6,0.92,
51.0,C+,208,LDOS,Technology Services,173.37,21912699089.58,26.0,7.0,10.0,8.0,15.1,31.0,18.0,12.2,9.5,1.12,1.7,1.09,15.6,4.46,10.9,3.1,20.6,-10.8,-8.3,0.74,1.0
51.0,C+,209,CHRW,Transportation,175.78,20851170334.22,26.0,3.0,14.0,8.0,19.2,32.9,8.4,4.9,5.5,1.52,1.4,0.76,36.4,11.28,24.6,-8.4,25.4,-12.7,11.7,1.03,1.43
50.0,C+,210,MCK,Distribution Services,934.29,114438799630.82,20.0,2.0,15.0,13.0,99.4,,3.2,1.3,2.8,3.03,1.0,,26.9,,20.8,15.5,59.3,-1.7,15.0,-0.01,0.35
50.0,C+,211,GD,Electronic Technology,353.85,95677408510.26,19.0,7.0,16.0,8.0,12.9,17.7,15.1,10.2,7.5,0.94,1.2,0.38,22.9,3.73,16.4,10.1,13.4,-1.8,3.4,0.72,1.79
50.0,C+,212,FANG,Energy Minerals,176.64,49826434964.04,2.0,19.0,14.0,15.0,3.3,4.4,35.2,32.3,34.8,3.16,1.6,0.4,31.3,1.36,7.1,35.8,-64.3,6.5,11.8,0.74,2.35
50.0,C+,213,DVN,Energy Minerals,45.36,28123200490.97,14.0,13.0,14.0,9.0,11.4,17.6,23.2,20.4,16.6,1.07,1.0,0.56,10.9,1.82,5.0,7.5,-8.7,3.9,19.5,0.64,2.2
50.0,C+,214,CHD,Consumer Non-Durables,99.67,23591313175.87,14.0,14.0,12.0,10.0,11.3,17.6,42.8,17.4,17.6,1.48,1.5,0.6,33.1,5.89,19.8,1.6,27.1,-0.7,18.9,0.09,1.22
50.0,C+,215,STE,Health Technology,221.55,21728520824.06,9.0,14.0,16.0,11.0,8.0,10.4,44.3,18.6,16.8,1.46,1.0,0.29,30.7,3.04,14.9,8.0,53.3,-11.5,-15.3,0.7,1.13
50.0,C+,216,YUMC,Consumer Services,52.92,18685863745.04,19.0,7.0,18.0,6.0,12.5,16.7,17.4,12.7,7.2,0.92,0.5,0.44,21.2,3.48,10.4,4.4,7.4,-7.5,12.6,0.34,2.18
49.0,C,217,DELL,Electronic Technology,147.37,97660570511.77,20.0,5.0,11.0,13.0,30.1,,22.1,7.7,7.5,1.44,1.9,,16.9,,,19.1,40.2,22.5,6.2,1.99,1.75
49.0,C,218,CVNA,Retail Trade,309.48,67728212035.81,26.0,4.0,10.0,9.0,18.0,59.9,19.8,9.3,4.4,0.63,1.3,1.64,31.6,12.79,33.0,48.6,522.6,-22.7,-34.2,2.28,
49.0,C,219,LNG,Industrial Services,250.32,52617987779.87,26.0,15.0,1.0,7.0,16.6,78.2,29.0,27.0,12.5,0.46,3.7,3.34,10.3,6.72,11.4,24.4,70.8,17.5,30.0,0.59,0.9
49.0,C,220,DOV,Producer Manufacturing,210.34,28367844724.55,14.0,13.0,16.0,6.0,11.0,15.3,40.2,17.9,13.8,1.02,1.0,0.48,26.5,3.83,16.5,-1.1,-59.2,-5.7,7.1,1.11,0.99
49.0,C,221,VRSN,Technology Services,235.73,21616440336.11,0.0,25.0,13.0,11.0,,,88.2,67.7,64.5,1.29,1.1,,26.8,,19.8,6.4,10.1,5.8,-2.8,0.63,1.31
49.0,C,222,TWLO,Technology Services,126.68,19193794712.4,2.0,11.0,24.0,12.0,0.4,0.4,48.0,3.5,18.7,27.94,Net Cash,0.14,642.7,2.47,45.3,13.7,,10.2,-5.7,1.33,
48.0,C,223,CAT,Producer Manufacturing,707.59,329232675109.76,26.0,11.0,5.0,6.0,17.8,43.5,32.2,17.2,11.0,0.84,2.5,2.07,37.6,15.44,26.2,4.3,-14.7,-2.3,15.9,1.15,0.84
48.0,C,224,PEP,Consumer Non-Durables,160.15,218868843351.39,23.0,14.0,5.0,6.0,13.3,42.9,54.4,15.5,8.2,0.93,2.3,2.6,26.7,10.73,14.0,2.3,-13.6,-5.5,6.7,0.1,3.54
48.0,C,225,LMT,Electronic Technology,649.47,149430200718.37,26.0,6.0,5.0,11.0,18.3,76.9,10.2,10.2,9.2,1.38,2.0,3.39,30.2,22.13,18.1,5.6,-3.5,3.9,38.1,0.26,2.12
48.0,C,226,ORLY,Retail Trade,94.39,79144792880.22,20.0,14.0,9.0,5.0,37.8,,51.6,19.5,9.0,0.63,2.1,,31.8,,22.0,6.4,9.4,0.4,0.2,0.07,
48.0,C,227,ECL,Process Industries,277.0,78105542243.7,21.0,13.0,8.0,6.0,12.2,22.4,44.5,18.0,11.8,0.92,2.2,0.92,38.0,8.0,22.3,2.2,-1.2,-4.1,7.3,0.54,1.04
48.0,C,228,CTVA,Process Industries,78.63,52880559391.49,2.0,12.0,24.0,10.0,4.6,5.0,42.5,14.0,16.2,2.57,Net Cash,0.12,49.7,2.19,14.1,2.9,23.1,9.3,20.3,0.61,0.94
48.0,C,229,NXPI,Electronic Technology,199.87,50505717742.58,13.0,21.0,6.0,8.0,9.9,21.0,53.4,25.5,20.4,1.24,2.3,1.24,25.2,5.03,15.2,-2.7,-18.3,-9.7,-12.8,1.66,2.0
48.0,C,230,CIEN,Electronic Technology,339.95,48068391553.7,7.0,10.0,16.0,15.0,5.3,8.2,39.5,8.2,15.6,6.02,0.5,0.57,215.9,17.22,84.8,26.5,191.7,25.6,43.8,1.67,
48.0,C,231,KMB,Consumer Non-Durables,100.04,33205512923.32,29.0,10.0,5.0,4.0,21.2,147.2,35.7,14.7,10.0,0.81,2.0,5.03,16.5,22.11,12.0,-14.1,-19.6,-4.0,-3.2,0.17,5.03
47.0,C,232,LVS,Consumer Services,54.78,36807272725.29,18.0,15.0,3.0,11.0,10.8,72.7,38.0,23.7,12.7,1.02,2.6,10.04,23.3,23.25,10.6,15.2,20.1,-4.6,-17.4,1.11,2.21
47.0,C,233,GFS,Electronic Technology,44.09,24509121340.21,7.0,8.0,24.0,8.0,6.9,7.8,24.9,11.7,14.9,1.14,Net Cash,0.14,27.8,2.05,11.0,0.6,,2.7,10.0,1.3,
47.0,C,234,JBHT,Transportation,210.36,19900916478.14,19.0,4.0,16.0,8.0,12.3,15.8,10.5,7.3,7.9,1.58,1.1,0.48,34.2,5.58,13.6,-0.7,10.5,-7.6,5.1,1.0,0.83
46.0,C,235,HD,Retail Trade,350.84,349265239783.56,29.0,8.0,3.0,6.0,21.8,145.5,31.3,12.7,7.7,0.89,2.6,5.1,24.7,,16.7,3.2,-4.6,-8.7,-1.4,0.65,2.61
46.0,C,236,BABA,Retail Trade,136.29,286958638383.29,12.0,9.0,22.0,3.0,10.2,12.4,40.7,11.4,0.3,0.02,Net Cash,0.27,18.8,2.11,13.3,5.1,49.1,-15.8,-12.2,0.96,0.75
46.0,C,237,PFE,Health Technology,27.3,155235104010.46,7.0,23.0,10.0,6.0,5.2,8.9,66.2,28.0,14.5,1.17,2.2,0.78,20.1,1.8,8.7,-1.6,-3.7,0.4,5.8,0.71,6.33
46.0,C,238,CMCSA,Consumer Services,30.57,109986150721.51,16.0,18.0,6.0,6.0,10.5,21.9,58.6,16.9,17.7,1.09,2.6,1.08,5.7,1.14,5.6,-0.0,29.6,-1.7,18.0,0.5,4.25
